price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,last_renovation
463000.0,3,2.5,2010,4195,2.0,0,0,3,1,2010,0,17,17
536000.0,4,2.25,1990,5948,2.0,0,0,3,1,1990,0,24,24
375000.0,4,2.5,2990,6145,2.0,0,0,3,1,2990,0,12,12
630000.0,4,2.5,2540,4727,2.0,0,0,3,1,2540,0,16,16
362000.0,3,2.25,1640,14374,1.0,0,0,4,1,1140,500,52,52
350000.0,4,2.75,2500,11659,1.0,0,2,3,1,1490,1010,36,36
1691000.0,4,3.5,4020,13515,2.0,0,0,3,2,4020,0,14,14
255000.0,3,2.0,1500,8775,1.0,0,0,3,1,1390,110,72,72
269000.0,4,2.5,1594,7665,1.0,0,0,5,1,1088,506,40,40
370000.0,4,3.0,2130,4838,1.5,0,0,4,1,2130,0,85,85
270000.0,3,1.0,1130,7920,1.0,0,0,3,1,1130,0,54,54
265000.0,3,2.0,1690,9516,1.0,0,0,3,1,1690,0,18,18
487000.0,2,1.0,1440,4046,1.0,0,0,3,1,960,480,69,69
835000.0,4,3.25,3270,6027,2.0,0,0,3,2,3270,0,14,14
850000.0,4,3.25,4350,112750,1.0,0,0,3,1,2200,2150,9,9
575000.0,4,2.75,1610,11201,1.0,0,0,5,1,1020,590,33,33
335000.0,3,1.0,950,8000,1.0,0,0,3,1,950,0,47,47
318000.0,3,1.0,1010,7200,1.0,0,0,5,1,1010,0,67,67
510000.0,3,2.0,1420,11325,1.0,0,0,3,1,1420,0,35,35
242500.0,3,1.5,1200,9720,1.0,0,0,4,1,1200,0,50,50
750000.0,5,2.25,2020,8400,1.0,0,0,4,1,1010,1010,52,52
439900.0,5,3.5,3390,7950,2.0,0,2,3,1,3390,0,12,12
710000.0,2,1.0,1700,3040,1.5,0,0,3,1,1460,240,101,101
2400000.0,5,3.25,3410,9088,2.0,0,3,3,1,2760,650,103,103
435000.0,3,1.75,2030,13700,1.0,0,0,3,1,1630,400,39,39
874000.0,4,2.75,2860,6867,1.0,0,1,5,1,1560,1300,69,69
385000.0,4,1.75,1690,4080,1.0,0,0,4,1,870,820,31,31
110000.0,2,1.0,760,4746,1.0,0,0,3,1,760,0,85,85
477000.0,3,1.75,1780,8085,1.0,0,0,3,1,1210,570,39,39
500000.0,3,2.0,1550,6394,1.5,0,0,5,1,1550,0,97,97
885000.0,4,2.5,4090,11225,2.0,0,0,3,2,4090,0,10,10
235000.0,2,1.0,880,5600,1.0,0,0,5,1,880,0,60,60
210000.0,3,2.75,1320,15236,1.0,0,0,3,1,880,440,20,20
320000.0,2,1.0,950,4000,1.0,0,0,3,1,950,0,105,105
406000.0,3,1.75,1390,7904,1.0,0,0,3,1,1390,0,30,30
350000.0,3,1.75,1900,10225,1.0,0,0,4,1,1220,680,52,52
350000.0,2,0.75,1392,43710,1.5,0,0,4,1,1392,0,37,37
720000.0,4,2.5,3340,8930,2.0,0,2,3,2,3340,0,16,16
604700.0,4,2.75,2750,14982,1.0,0,3,3,1,1720,1030,34,34
343000.0,3,1.0,1400,5662,1.5,0,0,5,1,1400,0,95,95
558000.0,3,2.25,2220,15757,1.0,0,0,3,1,1280,940,33,33
364000.0,4,1.0,1210,7740,1.5,0,0,3,1,1210,0,93,93
420000.0,3,1.75,2390,11242,1.0,0,0,3,1,1290,1100,56,56
450000.0,5,2.0,1870,7344,1.5,0,0,3,1,1870,0,55,55
392000.0,2,1.5,940,5000,1.0,0,0,4,1,810,130,90,90
100000.0,4,1.0,1120,2685,1.0,0,0,3,1,860,260,76,76
480000.0,3,2.5,1250,1103,3.0,0,2,3,1,1250,0,10,10
212000.0,3,1.5,1060,9225,1.0,0,0,4,1,1060,0,60,60
560000.0,5,2.5,2410,8960,1.0,0,0,5,1,1600,810,37,37
359950.0,5,2.75,2844,3990,2.0,0,0,3,1,2844,0,2,2
535000.0,4,2.5,2200,110642,1.0,0,0,5,1,1330,870,36,36
980000.0,5,4.0,3460,5400,2.0,0,0,3,2,2830,630,3,3
720000.0,2,1.0,1580,2199,2.0,0,2,3,1,1580,0,94,20
619950.0,2,1.0,1520,5400,1.0,0,0,3,1,920,600,64,64
489000.0,3,2.5,2260,19821,2.0,0,0,3,1,2260,0,21,21
415000.0,4,2.0,1800,2970,1.0,0,0,4,1,1000,800,92,92
672500.0,4,2.5,2650,11108,2.0,0,0,3,2,2650,0,28,28
352500.0,3,1.0,1000,4171,1.0,0,0,3,1,1000,0,30,30
258750.0,4,2.0,2300,8400,1.0,0,0,4,1,1150,1150,53,53
350000.0,3,1.0,1080,7000,1.0,0,0,4,1,1080,0,99,99
152000.0,3,1.0,902,10464,1.0,0,0,3,1,902,0,50,50
378500.0,2,1.0,730,7528,1.0,0,0,3,1,730,0,69,69
1017000.0,4,1.75,2600,41041,1.5,0,0,4,1,2600,0,50,50
419000.0,3,1.5,1570,6700,1.0,0,0,4,1,1570,0,59,59
895000.0,5,3.0,2876,13927,1.0,0,2,4,1,1970,906,42,42
668500.0,4,2.25,2290,9546,1.0,0,0,4,1,1780,510,39,39
487000.0,2,2.5,1470,2533,2.0,0,0,3,1,1470,0,10,10
538000.0,3,3.5,2620,10137,2.0,0,0,3,1,1970,650,23,23
898000.0,5,1.5,2680,28014,1.0,0,0,4,1,1450,1230,52,52
315000.0,4,2.0,2020,7767,1.0,0,0,3,1,2020,0,20,20
800000.0,3,2.5,2100,4440,2.0,0,4,3,1,2100,0,70,70
516130.0,3,1.75,1510,8250,1.0,0,0,4,1,1510,0,53,53
1600000.0,3,2.5,2850,19593,1.5,1,4,3,2,1790,1060,37,37
1200000.0,4,2.5,4280,12796,2.0,0,0,3,2,3400,880,16,16
355425.0,4,2.5,3238,9112,1.0,0,2,4,1,1678,1560,36,36
1157400.0,3,2.5,2740,5925,2.0,0,2,3,2,2740,0,102,23
689000.0,4,2.5,2020,9600,2.0,0,0,4,1,2020,0,61,61
500000.0,3,3.25,1520,1500,3.0,0,0,3,1,1520,0,15,15
430000.0,5,2.5,3860,42733,1.0,0,3,4,1,2300,1560,60,60
299500.0,4,2.25,1600,15312,1.0,0,0,4,1,1080,520,36,36
349950.0,4,2.5,2090,5289,2.0,0,0,3,1,2090,0,26,26
1419000.0,5,3.25,4020,4500,2.0,0,0,3,1,3120,900,5,5
998000.0,4,2.25,2910,10189,2.0,0,0,3,1,2910,0,27,27
329000.0,3,1.0,900,9600,1.0,0,0,4,1,900,0,45,45
575000.0,3,1.75,1720,5956,2.0,0,0,3,1,1720,0,34,34
529900.0,5,2.25,3030,9430,2.0,0,0,4,1,2600,430,54,54
1470000.0,4,2.5,3030,10189,1.0,0,0,3,1,2380,650,12,12
725000.0,4,1.75,2190,9400,1.0,0,0,4,1,1450,740,53,53
286000.0,3,2.5,1680,5000,2.0,0,0,3,1,1680,0,28,28
335000.0,3,2.0,1210,9926,1.0,0,0,4,1,1210,0,61,0
395300.0,3,1.5,1120,7000,1.0,0,0,3,1,1120,0,60,60
510000.0,4,2.75,3180,13348,2.0,0,0,3,1,3020,160,11,11
203000.0,3,1.0,920,7500,1.0,0,0,4,1,920,0,45,45
248000.0,2,1.0,700,8301,1.0,0,0,3,1,700,0,62,62
265000.0,3,2.25,2540,7216,2.0,0,0,3,1,2540,0,24,24
1000000.0,4,1.5,2100,4560,1.5,0,0,4,1,2100,0,103,103
1000000.0,3,1.0,1540,24500,1.5,0,0,3,1,1540,0,66,66
241400.0,3,2.0,1420,9828,1.0,0,0,4,1,1420,0,25,25
309950.0,4,1.75,1450,10074,1.0,0,0,4,1,1450,0,49,49
294010.0,3,1.75,1550,4057,1.0,0,0,3,1,830,720,70,70
345000.0,3,2.25,1920,9672,2.0,0,0,4,1,1920,0,31,31
625000.0,3,2.25,1920,9672,2.0,0,0,4,1,1920,0,31,31
660000.0,4,2.5,2510,4543,2.0,0,0,3,1,2510,0,13,13
559000.0,2,2.0,1660,4500,1.0,0,0,3,1,1660,0,12,12
866000.0,4,3.25,3990,9786,2.0,0,0,3,1,3990,0,11,11
770000.0,3,2.0,2350,5700,1.5,0,0,4,1,1810,540,76,76
259950.0,3,1.5,1350,7827,1.0,0,0,4,1,1350,0,47,47
352000.0,5,2.75,2980,9838,1.0,0,0,3,1,1710,1270,47,47
2466350.0,5,4.75,6390,13180,2.0,0,0,3,2,4560,1830,75,75
395000.0,3,2.0,1590,10229,1.0,0,0,3,1,1590,0,49,49
276500.0,4,1.75,1400,6650,1.5,0,0,4,1,1400,0,73,73
530000.0,3,2.25,1880,100623,1.5,0,0,3,1,1880,0,28,8
798000.0,4,3.25,3500,10260,2.0,0,0,3,2,3500,0,28,28
380000.0,2,2.0,1370,5756,1.0,0,0,3,1,1370,0,29,29
350000.0,4,2.5,2810,10433,2.0,0,0,3,1,2810,0,14,14
325000.0,3,2.5,2220,6049,2.0,0,0,4,1,2220,0,25,25
336000.0,3,2.5,2110,4549,2.0,0,0,4,1,2110,0,26,26
286900.0,3,2.25,1720,17235,1.0,0,0,4,1,1440,280,41,41
472000.0,5,2.25,1780,7245,1.0,0,0,4,1,1330,450,39,39
263000.0,3,1.75,1410,8100,2.0,0,0,3,1,1410,0,30,30
565000.0,3,3.0,2110,4000,1.0,0,2,4,1,1110,1000,50,50
765000.0,3,2.5,2700,8444,2.0,0,0,3,2,2700,0,23,23
1517000.0,3,2.25,2610,9409,1.0,1,4,4,1,2610,0,52,52
405000.0,3,2.0,1660,8174,1.0,0,0,3,1,830,830,34,34
1098000.0,4,3.5,4570,16219,2.0,0,0,3,2,4570,0,13,13
555000.0,3,3.0,3760,188760,1.0,0,0,4,2,2640,1120,36,36
305000.0,3,2.5,1610,3516,2.0,0,0,3,1,1610,0,9,9
289950.0,3,2.25,1740,9370,1.0,0,0,3,1,1390,350,23,23
487500.0,5,3.5,3530,218472,2.0,0,0,3,1,2380,1150,16,16
96500.0,3,1.0,840,12091,1.0,0,0,3,1,840,0,56,56
185000.0,3,1.0,840,12091,1.0,0,0,3,1,840,0,56,56
150550.0,4,1.0,1470,6061,1.5,0,0,3,1,1470,0,70,70
339000.0,4,2.0,2470,5080,1.5,0,0,3,1,1970,500,67,27
675000.0,4,1.75,2220,7230,1.0,0,1,3,1,1280,940,65,65
615000.0,3,1.75,1720,4080,1.0,0,0,4,1,960,760,91,91
837500.0,4,2.5,2700,9320,2.0,0,0,4,1,2700,0,21,21
250000.0,2,1.0,950,11835,1.0,0,0,3,1,950,0,83,83
583000.0,3,2.5,1790,8144,2.0,0,0,3,1,1790,0,26,26
499000.0,3,2.5,1610,1728,3.0,0,0,3,1,1610,0,15,15
550000.0,3,2.5,2290,6328,2.0,0,0,3,1,2290,0,14,14
400000.0,4,2.5,2170,204296,1.0,0,0,4,1,2170,0,35,35
990400.0,3,2.5,2100,4097,2.0,0,0,3,1,2100,0,7,7
600000.0,3,2.5,2320,52272,1.5,0,0,3,1,2320,0,41,41
325000.0,2,1.0,1120,6236,1.0,0,0,4,1,1120,0,61,61
265000.0,3,2.5,1530,6000,2.0,0,0,4,1,1530,0,24,24
1620500.0,3,2.5,3490,9362,1.0,0,3,5,1,1770,1720,55,55
347500.0,3,1.5,1180,8353,1.0,0,0,3,1,1180,0,55,55
629000.0,5,2.0,2050,3000,1.5,0,0,3,1,1470,580,103,31
1087500.0,2,2.0,2360,11340,1.5,0,0,3,1,2360,0,18,18
397500.0,4,2.5,2570,7859,2.0,0,0,3,1,2570,0,23,23
404500.0,2,1.0,1270,3700,1.5,0,0,3,1,1270,0,106,106
225000.0,3,1.5,1250,7500,1.0,0,0,3,1,1250,0,48,48
267000.0,3,2.25,2510,9900,1.0,0,0,3,1,1610,900,37,37
800000.0,4,3.75,2690,4000,2.0,0,3,4,1,2120,570,106,26
339000.0,4,2.5,2900,6918,2.0,0,0,3,1,2900,0,14,14
1850000.0,4,2.5,3830,11972,1.0,1,4,3,2,2370,1460,34,34
525000.0,5,1.0,1280,3876,1.5,0,0,3,1,1280,0,92,92
1150000.0,5,3.5,4350,6218,2.0,0,2,3,2,3520,830,8,8
565000.0,1,1.0,1370,6250,1.5,0,0,4,1,1370,0,94,94
387000.0,2,2.25,1230,1280,2.0,0,0,3,1,960,270,3,3
720000.0,4,2.5,2440,34290,2.0,0,0,3,1,2440,0,28,28
1500000.0,4,3.5,4410,12426,2.0,0,2,3,2,3420,990,19,19
235000.0,2,1.0,910,7617,1.0,0,0,3,1,910,0,79,79
365000.0,2,1.0,910,7617,1.0,0,0,3,1,910,0,79,79
368250.0,3,2.5,2150,7484,2.0,0,0,3,1,2150,0,27,27
580000.0,3,2.5,2150,7484,2.0,0,0,3,1,2150,0,27,27
1100000.0,4,3.25,3190,11774,2.0,1,4,3,1,2610,580,59,24
215000.0,4,2.5,2130,4496,2.0,0,0,3,1,2130,0,11,11
648000.0,4,2.5,2740,9959,2.0,0,0,3,1,2740,0,26,26
705000.0,4,3.0,3150,9318,2.0,0,0,3,1,3150,0,14,14
465000.0,3,2.25,1450,1540,2.0,0,0,3,1,1180,270,10,10
650000.0,5,2.0,2400,3500,1.5,0,0,3,1,1900,500,104,104
335000.0,4,2.25,2280,7500,1.0,0,0,4,1,1140,1140,52,52
640000.0,4,2.0,2310,31850,1.5,0,0,4,1,2310,0,31,31
638250.0,4,2.5,2460,8029,2.0,0,0,3,1,2460,0,26,26
1460000.0,4,3.5,4200,14353,2.0,0,2,3,2,3640,560,19,19
375000.0,4,2.0,1620,4600,2.0,0,0,3,1,1620,0,106,106
842000.0,4,1.75,2170,9525,1.0,0,0,3,1,2170,0,55,55
499950.0,3,2.25,2880,7200,1.0,0,0,3,1,1710,1170,45,45
810000.0,4,2.5,3280,25211,2.0,0,3,3,2,3280,0,30,30
310000.0,5,2.0,2900,11970,2.0,0,0,4,1,2900,0,46,46
730000.0,3,2.5,2160,8809,1.0,0,0,3,1,1540,620,1,1
637800.0,4,1.75,2250,4750,1.5,0,0,4,1,1420,830,91,91
225000.0,3,1.0,1340,4800,1.5,0,0,4,1,1340,0,112,112
417500.0,4,1.0,1390,10800,1.5,0,0,4,1,1390,0,74,74
265000.0,4,2.0,1600,10160,1.0,0,0,4,1,1600,0,43,43
550000.0,4,2.5,2050,8683,2.0,0,0,3,1,2050,0,28,28
625700.0,3,2.0,2570,159865,1.0,0,0,5,1,2570,0,47,47
595000.0,3,2.5,2660,10637,2.0,0,0,3,1,2660,0,24,24
270000.0,3,1.5,1540,13475,1.0,0,0,4,1,1540,0,43,43
739375.0,5,3.0,2640,3200,2.0,0,0,4,1,2140,500,109,109
357562.0,2,1.75,1210,1032,2.0,0,0,3,1,1210,0,1,1
1010000.0,4,2.5,3760,29224,2.0,0,0,3,2,3760,0,28,28
455000.0,2,1.75,1350,4286,1.0,0,0,3,1,1350,0,11,11
310000.0,5,2.25,2600,9600,1.0,0,2,4,1,1810,790,46,46
415000.0,3,2.75,3900,111514,2.0,0,0,3,1,3460,440,48,7
452000.0,2,1.0,1340,8100,1.0,0,2,3,1,1340,0,65,65
810000.0,3,2.0,1760,16928,1.0,0,0,3,1,1760,0,62,62
730001.0,3,2.0,1840,4750,1.0,0,0,5,1,1010,830,64,64
825000.0,3,2.25,2980,86636,1.0,0,0,3,1,2230,750,26,26
665000.0,3,2.5,1730,3000,2.0,0,0,3,1,1730,0,19,19
327500.0,4,1.75,1650,7800,1.0,0,0,3,1,1650,0,47,47
699950.0,3,2.5,3370,36218,2.0,0,0,4,1,3370,0,27,27
424000.0,3,2.5,2200,34680,2.0,0,0,3,1,2200,0,30,30
657000.0,4,2.5,2180,3375,1.5,0,0,4,1,1420,760,89,89
445000.0,3,1.75,1490,10844,1.0,0,0,3,1,1210,280,41,41
450000.0,3,2.5,1530,762,2.0,0,0,3,1,1050,480,8,8
350000.0,3,1.0,1180,7455,1.0,0,0,4,1,1180,0,51,51
460000.0,4,2.5,2080,17532,2.0,0,0,3,1,2080,0,19,19
385000.0,4,2.5,3200,22651,1.0,0,0,5,1,1610,1590,45,45
272000.0,4,2.25,1880,6160,2.0,0,0,3,1,1880,0,22,22
535000.0,3,2.5,2510,5544,2.0,0,0,3,1,2510,0,14,14
216500.0,2,1.0,1060,5200,1.0,0,0,3,1,1060,0,46,46
325000.0,3,2.5,2130,12245,2.0,0,0,3,1,2130,0,26,26
420200.0,3,1.75,1320,7280,1.0,0,0,3,1,1320,0,47,47
258000.0,3,1.75,1040,5650,1.0,0,0,5,1,1040,0,64,64
450000.0,3,2.0,1150,4500,1.5,0,0,3,1,1150,0,98,24
720168.0,4,2.25,2120,3794,2.0,0,0,4,1,1420,700,89,89
652000.0,3,2.0,2130,5000,1.5,0,0,5,1,1330,800,90,90
569500.0,4,2.5,2340,8248,2.0,0,0,3,1,2340,0,26,26
411000.0,4,1.75,2250,292288,1.0,0,0,4,1,2250,0,52,52
524950.0,3,1.75,1890,3825,1.0,0,0,3,1,1290,600,41,41
153000.0,2,1.0,1140,10152,1.0,0,0,3,1,760,380,73,73
775000.0,3,2.5,2780,5467,2.0,0,2,3,1,2780,0,15,15
338500.0,4,2.5,2390,6111,2.0,0,0,3,1,2390,0,18,18
570000.0,3,1.75,2390,9000,1.0,0,0,3,1,1500,890,40,40
653000.0,3,2.0,2680,8429,1.0,0,0,4,1,1880,800,65,24
435000.0,2,2.5,1560,1222,2.0,0,0,3,1,1080,480,7,7
207000.0,2,1.0,1130,8160,1.0,0,0,4,1,1130,0,63,63
540000.0,2,1.0,1120,7500,1.0,0,2,4,1,1120,0,44,44
386000.0,4,2.25,2050,9583,2.0,0,2,3,1,1770,280,50,50
265000.0,5,2.25,2600,8075,1.5,0,0,4,1,2600,0,46,46
250000.0,3,2.25,1050,572,2.0,0,0,3,1,740,310,9,9
1697000.0,3,2.0,2600,6600,2.0,0,4,3,2,1930,670,45,1
455000.0,4,2.5,2811,7251,2.0,0,0,3,1,2811,0,6,6
1795000.0,4,3.25,4060,13000,2.0,0,3,3,2,4060,0,15,15
759000.0,3,2.0,2260,7200,1.0,0,3,3,1,1130,1130,74,74
970000.0,4,2.75,4430,74358,2.0,0,0,3,2,4430,0,25,25
280000.0,1,0.0,600,24501,1.0,0,0,2,0,600,0,65,65
690000.0,3,2.25,2430,8327,1.0,0,0,4,1,1430,1000,37,37
789900.0,3,2.5,3420,25150,1.0,0,0,4,2,1750,1670,28,28
447500.0,2,1.0,1180,5100,1.5,0,0,3,1,1180,0,89,89
440000.0,4,2.25,2010,7575,1.0,0,0,3,1,1220,790,41,41
278000.0,3,2.0,1230,7789,1.0,0,0,3,1,1230,0,21,21
980000.0,5,2.5,2750,6000,1.5,0,0,3,1,1750,1000,111,21
245000.0,3,2.75,1300,14197,1.0,0,0,3,1,860,440,19,19
287000.0,3,1.5,1150,11475,1.0,0,0,3,1,1150,0,44,44
435000.0,3,1.75,2220,132858,1.0,0,0,3,1,1110,1110,27,27
585000.0,3,2.5,2050,11690,2.0,0,0,4,1,2050,0,26,26
616000.0,4,1.75,1700,5846,1.0,0,0,3,1,1700,0,58,58
203000.0,3,1.75,1610,9000,1.0,0,0,4,1,1100,510,37,37
860000.0,4,2.75,2720,3840,2.0,0,0,3,1,1790,930,95,6
833000.0,4,2.5,2190,12690,1.0,0,2,3,1,1170,1020,42,42
565000.0,4,2.75,2730,6856,2.0,0,0,3,1,2730,0,12,12
572500.0,3,2.5,2490,7589,2.0,0,0,3,1,2490,0,24,24
254000.0,4,2.0,1510,4235,1.0,0,0,3,1,1510,0,60,60
1525000.0,4,4.25,4720,21000,3.0,0,4,5,2,4720,0,44,44
900000.0,4,3.0,3810,217800,2.0,0,0,3,1,3810,0,12,12
899000.0,3,2.5,1950,3730,2.0,0,0,3,1,1950,0,19,19
560000.0,3,2.0,1300,6000,1.0,0,0,5,1,1300,0,72,72
512500.0,3,1.75,1610,7200,1.0,0,0,3,1,1180,430,39,39
775000.0,4,2.5,2040,5000,1.5,0,0,5,1,1180,860,91,91
200000.0,2,1.0,700,4700,1.0,0,0,5,1,700,0,62,62
172000.0,3,1.0,970,4700,1.0,0,0,4,1,720,250,72,72
219900.0,3,1.0,910,6000,1.0,0,0,2,1,910,0,59,59
641200.0,3,1.0,1060,9123,1.0,0,0,3,1,1060,0,63,63
473000.0,5,3.25,2180,7200,2.0,0,0,4,1,2180,0,33,33
540000.0,3,1.75,2050,9580,1.0,0,0,3,1,1400,650,31,31
295000.0,2,1.0,750,4500,1.0,0,0,3,1,750,0,70,70
370000.0,3,1.0,800,2296,1.0,0,0,4,1,800,0,107,107
1727000.0,4,2.25,3470,8000,1.5,0,1,3,1,2360,1110,109,13
275000.0,3,1.5,1390,48257,1.0,0,0,3,1,1390,0,93,2
89000.0,3,1.0,900,4750,1.0,0,0,4,1,900,0,46,46
175000.0,2,1.75,1050,9800,1.5,0,0,4,1,1050,0,40,40
490000.0,3,2.5,2410,11900,1.0,0,2,4,1,1600,810,26,26
342400.0,3,2.25,1180,9630,2.0,0,0,3,1,1180,0,29,29
345000.0,3,1.0,1140,4200,2.0,0,0,4,1,1140,0,111,111
399000.0,2,1.0,700,3400,1.0,0,0,3,1,700,0,69,69
550000.0,4,2.5,2060,9719,1.0,0,0,4,1,1320,740,55,55
652450.0,3,2.25,2230,11835,1.0,0,0,5,1,1630,600,41,41
438000.0,2,2.25,1950,29347,1.0,0,0,3,1,1350,600,62,62
605000.0,3,1.75,2100,5058,1.0,0,2,3,1,1340,760,74,74
395000.0,4,2.5,2130,11733,1.0,0,0,5,1,1330,800,46,46
449950.0,3,2.0,1880,3048,2.0,0,0,4,1,1880,0,113,113
651100.0,4,2.5,2310,5526,2.0,0,0,3,1,2310,0,12,12
241000.0,3,1.0,880,6050,1.0,0,0,3,1,880,0,70,70
3418800.0,5,5.0,5450,20412,2.0,0,0,3,2,5450,0,1,1
268500.0,2,1.5,1290,1749,1.0,0,0,3,1,660,630,46,46
200000.0,2,1.0,1010,7200,1.0,0,0,3,1,1010,0,59,59
400375.0,4,1.75,1690,7680,1.0,0,0,5,1,890,800,69,69
429000.0,2,1.75,1350,6315,1.0,0,0,3,1,1350,0,10,10
230000.0,3,1.0,680,2400,1.0,0,0,4,1,680,0,112,112
1200000.0,4,2.25,2860,10702,2.0,0,0,3,2,2860,0,33,33
314200.0,1,1.0,610,6000,1.0,0,0,4,1,610,0,97,97
513000.0,4,2.5,2660,8887,1.0,0,0,4,1,1880,780,48,48
535000.0,2,1.0,1390,5346,1.0,0,0,5,1,960,430,107,107
420000.0,6,3.0,2290,6344,2.0,0,0,3,1,2290,0,35,35
345950.0,3,2.5,2110,4118,2.0,0,0,3,1,2110,0,26,26
483500.0,3,2.0,1200,2016,1.0,0,1,4,1,600,600,84,84
695000.0,4,2.25,2360,2500,2.0,0,3,3,1,1520,840,14,14
295000.0,4,2.5,2350,8906,2.0,0,0,3,1,2350,0,22,22
434975.0,3,2.25,1590,9960,1.0,0,0,3,1,1060,530,39,39
513000.0,3,2.5,1810,4592,2.0,0,0,3,1,1810,0,23,23
360000.0,3,1.75,1900,11407,1.0,0,0,3,1,1900,0,52,52
234900.0,3,1.0,1250,8000,1.0,0,0,3,1,1250,0,59,59
963000.0,4,3.5,3280,6603,2.0,0,0,3,2,3280,0,8,8
595000.0,2,1.5,870,4800,1.0,0,0,3,1,870,0,91,91
942500.0,4,3.25,3570,14408,2.0,0,2,3,2,3570,0,9,9
1029000.0,4,3.25,3780,11200,2.0,0,0,3,2,3780,0,13,13
350000.0,3,1.0,1190,3600,1.5,0,0,3,1,1190,0,111,111
416500.0,4,2.0,2280,39848,2.0,0,0,4,1,2280,0,24,24
209900.0,3,1.0,1030,60720,1.5,0,0,3,1,1030,0,103,103
802000.0,3,1.75,2870,5000,1.5,0,0,4,1,1840,1030,108,108
230000.0,4,1.5,1520,8800,1.0,0,0,4,1,1520,0,55,55
489000.0,3,3.0,3700,10375,2.0,0,0,3,1,3700,0,33,33
497000.0,3,1.5,2240,28750,1.0,0,0,3,1,1620,620,59,59
250000.0,3,2.25,1920,7738,1.0,0,0,3,1,1520,400,50,50
925000.0,3,3.0,2560,3600,2.0,0,0,3,2,2110,450,21,21
390000.0,4,2.5,1840,15496,2.0,0,0,3,1,1840,0,24,24
415000.0,3,2.75,2080,9600,1.0,0,0,3,1,2080,0,27,27
785000.0,3,2.0,1600,9638,1.0,0,0,5,1,1600,0,63,63
575000.0,3,2.0,2168,4000,1.5,0,0,3,1,2168,0,108,108
170000.0,2,1.0,860,8636,1.0,0,0,3,1,860,0,91,91
750000.0,4,1.75,2100,3400,1.0,0,0,5,1,1100,1000,100,100
230000.0,3,1.0,1140,9639,1.0,0,0,4,1,1140,0,48,48
855000.0,4,3.0,3090,35074,2.0,0,0,3,1,3090,0,37,37
235000.0,3,1.0,1330,45738,2.0,0,0,2,1,1330,0,48,48
335000.0,2,1.0,1360,69260,1.0,0,0,4,1,1360,0,78,78
1195000.0,5,3.0,3420,18129,2.0,0,0,3,1,2540,880,63,10
677000.0,4,2.0,2180,6000,1.5,0,0,3,1,2060,120,88,88
575000.0,3,2.0,1800,5000,2.0,0,0,5,1,1600,200,90,90
450000.0,2,1.0,1120,4590,1.0,0,0,3,1,1120,0,91,91
817250.0,3,2.5,2980,7202,2.0,0,0,3,1,2980,0,16,16
440000.0,4,2.25,2600,28600,1.0,0,0,3,1,1810,790,47,47
526000.0,2,2.0,1550,2400,1.5,0,0,4,1,1550,0,115,115
762500.0,3,2.25,3330,15258,2.0,0,0,3,2,3330,0,29,29
325000.0,4,2.5,2200,7719,2.0,0,0,3,1,2200,0,15,15
840000.0,4,3.5,3840,85728,2.0,0,0,3,2,3840,0,17,17
377500.0,2,1.0,840,4500,1.0,0,0,3,1,840,0,76,76
212500.0,3,1.5,1270,7128,1.0,0,0,4,1,1270,0,61,61
749400.0,4,2.5,3240,20301,2.0,0,0,3,2,3240,0,30,30
663000.0,3,2.5,2480,37843,1.5,1,3,4,1,2480,0,41,41
1476000.0,3,2.25,4470,22518,2.0,0,2,3,1,3240,1230,62,11
261000.0,3,1.0,1780,7800,1.0,0,0,3,1,1060,720,58,58
515000.0,4,2.5,1850,9248,2.0,0,0,3,1,1850,0,18,18
410000.0,3,2.25,2200,16921,2.0,0,0,3,1,2200,0,28,28
336000.0,3,2.25,2760,10160,1.0,0,0,3,1,2760,0,46,46
440000.0,2,1.0,1090,4128,1.0,0,0,3,1,1090,0,67,67
908950.0,4,2.75,3090,6200,2.0,0,0,3,1,3090,0,1,1
554000.0,2,1.0,820,3700,1.0,0,0,5,1,820,0,47,47
387000.0,3,2.25,1445,1606,2.0,0,0,3,1,1300,145,12,12
268643.0,4,2.25,1810,9240,2.0,0,0,3,1,1810,0,54,54
514000.0,3,1.75,1620,5000,1.0,0,0,3,1,920,700,61,61
420000.0,2,1.75,1060,4182,2.0,0,0,3,1,1060,0,38,38
199000.0,3,1.75,1050,9871,1.0,0,0,5,1,1050,0,47,47
225000.0,3,1.0,1010,15701,1.0,0,0,4,1,1010,0,66,66
320000.0,4,2.5,2050,8424,2.0,0,0,4,1,2050,0,22,22
204995.0,2,1.0,970,8185,1.0,0,0,5,1,970,0,111,111
376000.0,3,2.0,1540,1827,2.0,0,0,3,1,1540,0,10,10
705000.0,4,2.75,3000,6222,2.0,0,0,3,1,3000,0,11,11
725995.0,4,2.5,3190,7869,2.0,0,2,3,1,3190,0,14,14
285000.0,4,2.5,1870,8190,1.0,0,0,3,1,1100,770,38,38
285000.0,4,2.5,2200,9397,2.0,0,0,3,1,2200,0,28,28
731000.0,4,2.5,3070,5936,2.0,0,0,3,1,3070,0,10,10
1564350.0,4,3.75,3730,17000,2.0,0,3,4,2,2820,910,29,29
510000.0,4,2.5,2440,10423,1.0,0,0,3,1,2440,0,60,22
620000.0,2,1.0,990,4332,1.0,0,0,3,1,990,0,106,106
